64:5,6,7,7,1,9,7,2,3,4,1,5,7,5,1,1,3,7,2,9,6,6,6,8,9,9,6,9,9,4
65:6,2,5,1,4,9,8,2,4,1,1,8,9,6,8,6,9,1,2,9,7,5,9,7,4,9,9,9,6,2
66:9,9,1,1,1,6,7,5,7,1,1,9,2,2,6,2,8,8,8,9,1,7,6,8,5,9,3,1,4,9
67:4,4,5,8,4,4,5,3,3,2,4,6,3,7,3,6,5,5,3,7,6,3,7,4,7,8,8,2,8,5
68:6,2,6,5,5,3,3,9,6,6,9,3,7,5,2,3,2,8,6,4,9,7,1,1,8,7,1,6,1,5
69:1,6,2,9,5,9,5,5,2,6,3,9,5,9,3,4,9,7,1,2,3,3,2,3,8,6,4,5,9,8
70:6,9,4,5,7,7,5,7,4,8,1,7,3,3,3,3,7,3,9,6,2,8,9,6,8,1,1,2,1,1
71:8,6,7,4,3,8,5,1,8,2,9,4,7,6,7,4,8,6,2,5,1,2,7,4,6,2,4,2,3,8
72:6,9,4,5,3,8,3,6,9,5,7,8,7,2,6,4,1,8,5,5,4,3,9,8,3,8,5,5,9,7
73:1,6,4,1,2,5,8,4,1,6,7,5,8,6,1,4,4,3,1,3,5,8,3,9,8,9,7,9,8,3
74:5,5,6,1,9,5,2,3,6,9,7,7,4,9,9,1,6,3,7,1,9,3,8,6,6,1,2,4,4,5
75:1,3,4,2,4,5,7,3,1,5,9,2,8,1,2,6,3,9,6,2,2,9,4,5,8,5,7,3,5,1
76:6,2,1,8,4,7,2,2,6,5,7,5,9,3,4,3,5,1,8,8,1,3,7,1,8,5,8,6,5,2
77:3,7,7,3,1,2,4,7,9,9,9,1,3,1,1,5,3,7,1,8,2,8,1,3,1,3,8,9,6,2
78:1,2,9,3,7,1,2,9,9,8,7,5,6,6,5,7,6,4,8,7,2,1,2,7,7,3,5,6,2,3
79:8,4,3,4,1,5,7,5,9,5,6,1,4,9,3,2,6,3,6,2,9,6,5,6,6,2,3,8,2,4
80:3,5,6,3,9,8,2,4,5,5,8,9,4,1,3,7,5,8,2,3,9,1,6,4,5,1,8,4,2,1
81:1,2,9,8,9,7,9,8,2,6,9,8,4,1,3,5,2,7,8,6,5,4,1,6,1,8,9,3,9,6
82:6,6,8,3,7,8,7,7,2,2,9,3,9,8,6,1,7,7,7,2,4,9,6,2,8,4,8,1,8,8
83:9,4,7,5,4,7,4,4,5,4,5,6,4,2,8,5,4,1,2,8,8,5,6,2,9,5,3,6,2,8
84:6,3,3,6,4,8,8,3,5,5,5,5,9,3,7,5,8,2,9,3,8,5,2,2,2,8,4,6,5,9
85:5,8,4,5,5,7,9,5,6,6,2,1,4,5,7,6,2,5,6,9,2,9,8,5,6,4,5,4,3,5
86:4,4,6,4,4,7,4,3,6,6,1,5,9,1,2,2,9,5,1,7,9,8,4,3,9,1,1,7,5,7
87:9,1,1,4,9,6,7,4,4,9,5,8,6,8,7,8,6,2,8,8,1,6,3,6,6,7,2,2,4,7
88:5,3,1,2,8,4,9,2,9,2,7,7,4,3,6,7,4,7,9,8,8,3,2,4,1,4,9,9,6,3
89:4,4,5,6,6,8,3,4,1,9,4,4,8,1,5,3,1,4,1,9,6,6,8,5,6,5,3,4,7,7
90:4,3,2,8,4,2,6,2,1,8,6,6,6,1,8,4,9,2,9,1,8,9,5,2,8,2,5,1,7,1
91:3,5,6,3,9,8,2,4,5,5,8,9,4,1,3,7,5,8,2,3,9,1,6,4,5,1,8,4,2,1
92:5,5,6,1,9,5,2,3,6,9,7,7,4,9,3,1,6,3,7,1,9,3,8,6,6,1,2,4,4,9
93:1,5,9,3,8,1,2,7,7,4,7,8,8,1,8,9,1,1,6,4,9,1,7,1,1,1,3,5,1,3
94:2,7,8,8,6,7,2,1,2,1,5,1,9,9,8,3,5,6,1,5,9,8,2,6,9,4,7,8,4,2
95:6,6,7,1,2,3,6,2,4,1,8,8,9,8,2,4,4,3,8,5,4,8,6,1,8,2,8,8,5,8
96:8,7,3,8,4,6,5,6,2,2,1,5,6,8,5,8,5,6,7,4,8,3,8,6,3,9,6,9,3,7
97:1,3,5,4,2,9,3,5,4,2,1,7,2,2,2,3,9,3,3,8,7,2,7,3,8,8,3,2,3,1
98:2,5,7,3,8,4,5,3,4,2,9,3,6,3,7,1,3,9,2,3,4,7,1,4,3,1,6,6,8,2
99:7,7,6,5,3,8,6,3,9,7,6,3,4,7,1,7,5,1,8,1,1,5,8,2,1,9,8,5,6,2
100:1,1,3,1,9,5,6,1,1,2,5,5,2,9,2,3,6,6,4,6,6,8,4,9,2,7,9,6,4,4
101:5,7,1,8,7,3,6,3,2,4,7,7,8,7,9,4,6,2,5,2,3,6,4,1,9,9,5,5,7,2
102:2,6,2,2,8,8,3,8,4,2,2,8,6,8,5,1,6,1,2,2,9,1,7,8,2,8,3,4,7,9
103:2,9,8,4,2,1,4,6,4,1,9,2,8,3,5,8,9,9,4,9,7,2,4,9,8,2,9,7,1,8
104:6,5,8,5,4,1,9,8,7,1,7,8,8,7,2,6,9,4,3,8,5,7,3,5,2,6,3,8,4,6
105:6,6,5,8,9,3,5,3,8,1,7,8,2,4,9,7,3,7,6,5,9,2,1,6,8,4,8,1,8,7
106:5,7,3,7,3,1,7,4,3,6,7,3,8,6,6,3,5,6,3,4,7,1,2,9,8,6,6,8,4,9
107:1,6,6,6,2,5,1,9,1,4,1,3,8,7,8,3,4,1,5,2,1,8,1,7,7,9,1,1,9,9
108:9,8,6,1,4,3,7,3,3,8,1,8,3,6,4,8,1,4,1,1,3,6,3,1,4,5,6,4,8,7
109:1,9,7,9,4,7,2,1,4,4,3,2,4,5,1,8,8,4,5,9,3,8,7,4,7,6,7,1,3,6
110:4,6,8,4,3,8,3,9,7,9,1,1,4,9,6,1,5,5,4,8,3,8,2,8,8,2,8,2,2,6
111:3,7,8,4,7,9,7,2,6,2,3,2,9,7,3,3,5,3,9,2,2,7,2,3,1,1,8,4,7,5
112:1,3,3,2,3,3,5,3,6,6,1,5,9,8,3,7,4,2,3,3,6,5,5,7,4,9,6,2,5,1
113:7,9,7,6,9,4,8,8,6,1,8,8,1,2,2,9,2,8,1,4,9,6,7,4,3,4,1,5,8,3
114:8,8,1,6,9,1,4,2,8,1,7,3,1,5,4,3,2,1,2,5,7,5,3,5,4,8,8,9,2,8
115:4,2,4,5,4,9,4,3,9,8,9,9,6,3,5,7,5,8,2,8,6,8,9,7,4,9,8,8,5,9
116:7,6,2,1,2,7,9,1,3,8,9,6,8,6,5,8,8,6,1,1,7,7,4,3,5,7,8,3,4,7
117:6,6,7,1,2,3,6,2,4,1,8,8,9,8,2,4,4,3,5,5,4,8,6,1,8,2,8,8,5,8
118:4,6,9,7,3,3,1,4,9,7,9,4,6,9,4,4,7,3,4,2,4,7,3,9,3,4,5,7,4,8
119:2,8,4,8,2,5,6,1,8,3,9,1,9,1,4,1,4,5,7,4,2,3,1,3,6,8,7,2,2,1
120:8,9,5,5,6,6,3,7,5,8,3,6,2,9,4,7,8,5,1,2,2,8,5,9,7,8,5,8,9,1
121:4,6,2,1,7,2,3,7,5,2,9,9,2,7,5,6,7,2,7,8,3,6,1,2,4,3,9,5,1,3
122:1,2,9,3,7,1,2,9,9,8,7,5,6,6,5,7,6,4,8,7,2,1,2,7,7,3,5,6,2,3
123:3,1,9,7,9,5,4,7,2,7,3,5,9,4,5,9,5,9,1,9,5,2,4,8,9,6,1,6,2,1
124:2,8,4,5,2,5,6,1,8,3,9,1,9,1,4,1,4,5,7,4,2,3,1,3,6,8,7,2,2,1
125:1,6,6,6,4,4,6,2,4,9,1,1,5,3,6,2,5,7,8,8,6,2,2,4,5,1,5,7,1,3
126:3,9,7,3,5,2,5,5,8,9,1,5,6,3,6,5,3,5,5,2,3,3,7,3,1,8,4,3,8,3
127:3,3,4,4,3,1,8,5,4,2,6,4,8,3,4,9,4,8,8,9,4,1,1,1,3,5,7,3,4,4
128:5,8,4,5,5,7,9,5,6,6,2,1,4,5,7,6,2,5,6,9,2,9,8,5,6,4,5,4,3,7
129:4,4,1,2,2,1,5,9,9,5,4,5,4,8,2,4,6,8,9,9,2,3,4,6,3,5,8,6,6,4
130:6,2,1,8,4,7,2,2,6,5,7,5,9,3,4,3,5,1,8,8,1,3,7,1,8,5,8,6,5,2
131:6,7,9,1,5,8,3,3,3,8,9,3,3,9,7,8,7,5,8,2,1,2,8,2,7,5,2,6,1,2
132:5,2,1,9,6,5,2,2,2,6,9,9,9,2,8,1,4,7,3,2,8,7,4,5,5,5,8,5,4,8
133:7,9,2,7,6,1,6,2,4,5,3,8,4,5,6,7,7,6,6,1,6,9,1,4,5,5,6,3,9,3
134:9,9,5,5,7,1,2,1,5,4,8,4,2,5,4,2,6,6,1,2,3,7,7,2,3,1,8,7,5,7
135:3,3,5,3,3,1,2,3,6,4,3,1,2,1,1,4,2,4,2,5,4,9,8,2,7,9,5,4,5,3
136:7,4,8,7,5,7,7,7,5,7,3,1,6,9,5,7,2,6,1,6,1,7,8,6,2,5,6,7,6,6
137:2,6,5,6,7,2,1,8,6,2,6,2,9,8,1,7,6,1,2,8,6,7,2,1,6,7,9,7,3,5
138:4,7,7,7,9,6,8,3,9,3,2,5,2,9,7,6,7,6,2,3,9,9,6,7,4,7,5,9,1,5
139:7,6,9,6,4,9,4,7,3,9,4,6,1,9,7,1,9,7,3,6,6,5,6,3,2,2,4,7,1,1
140:3,5,3,8,6,7,5,6,3,1,6,2,8,1,8,9,1,2,3,7,2,3,6,7,9,9,6,3,6,4
141:2,1,5,4,1,3,7,2,6,3,3,7,1,2,1,3,9,2,7,1,3,9,7,2,8,9,9,8,7,9
142:9,3,7,2,4,5,2,8,5,8,2,6,6,9,8,6,4,2,5,2,5,5,2,5,8,3,4,6,2,2
143:6,5,8,1,6,2,9,4,1,2,8,2,9,5,9,4,3,5,5,8,6,6,9,8,6,3,6,4,8,2
144:2,1,2,3,6,5,3,8,8,3,6,2,2,4,9,5,3,5,5,5,8,9,9,3,1,1,2,1,3,4
145:4,9,1,5,8,2,5,2,3,2,2,2,8,8,9,6,5,2,2,3,3,3,9,2,1,2,7,2,1,9
146:1,3,7,3,8,8,2,9,6,3,5,7,4,3,4,4,5,9,8,5,6,7,4,8,9,2,2,2,3,7
147:7,6,9,9,1,8,8,8,1,5,4,9,7,6,4,4,3,4,8,5,7,4,7,5,1,2,8,2,3,3
148:3,9,9,9,1,6,2,3,1,5,8,9,4,6,9,3,4,7,4,7,5,1,6,1,8,5,9,1,8,4
149:7,3,6,3,4,2,9,3,1,8,6,7,9,8,9,1,8,2,1,7,4,4,1,3,1,7,4,2,1,6
150:1,1,1,2,7,5,4,2,7,2,2,6,1,6,9,2,5,6,2,4,1,3,8,5,4,5,8,5,7,4
151:4,4,8,3,5,3,7,3,8,6,1,2,7,1,5,7,1,5,1,3,5,3,6,4,2,8,4,7,7,8
152:1,2,9,3,7,1,2,9,9,8,7,5,6,6,5,7,6,4,8,7,2,1,2,7,7,3,5,6,2,4
153:3,5,3,8,6,2,5,2,4,8,1,6,6,3,5,5,9,4,4,9,5,6,1,1,7,9,1,9,1,9
154:5,1,9,6,4,1,2,6,2,2,3,3,8,8,3,5,6,6,6,6,1,7,7,1,8,1,8,1,3,1
155:1,5,3,4,7,9,6,2,6,9,2,6,3,5,9,3,9,1,4,4,5,1,1,9,5,9,2,2,7,6
156:3,1,8,4,4,4,9,9,3,9,3,6,1,8,3,9,7,3,7,9,7,2,1,3,2,8,2,9,3,1
157:9,6,9,8,6,1,5,9,8,3,4,7,4,3,2,4,4,5,8,8,8,1,6,6,2,2,4,7,3,6
158:3,3,4,4,3,5,8,5,4,2,6,4,8,3,4,9,4,8,8,9,4,1,1,1,3,5,7,3,4,4
159:4,8,1,4,5,7,1,4,4,9,9,9,8,1,7,9,5,8,9,7,1,9,7,6,1,9,8,5,7,9
160:5,9,2,2,7,5,3,7,5,3,1,7,9,7,7,8,4,9,7,7,8,5,6,3,8,9,9,6,6,9
161:6,4,6,7,9,1,2,4,8,2,3,6,9,6,7,1,8,7,9,1,3,4,2,1,7,5,2,7,4,7
162:4,7,2,8,4,5,5,9,7,4,5,7,4,5,6,3,4,8,6,2,2,2,4,1,5,8,6,1,3,3
163:9,4,7,5,4,7,4,4,5,3,5,6,4,2,8,5,4,1,2,8,8,5,6,2,9,5,3,6,2,8
164:1,9,7,9,4,7,2,1,4,4,3,2,4,5,1,8,8,4,5,9,3,8,7,4,7,6,7,1,3,3
165:9,8,4,4,9,8,6,5,4,4,3,1,6,1,8,3,7,4,4,5,8,3,6,1,3,5,4,8,8,9
166:4,2,1,9,1,9,2,5,3,6,9,9,8,5,2,7,3,6,3,4,5,5,4,2,1,7,3,4,1,5
167:9,1,4,9,4,4,8,7,2,3,2,3,4,1,8,3,8,4,6,2,3,9,5,6,9,8,3,8,3,6
168:7,1,3,9,4,1,6,3,3,6,2,3,9,2,7,3,4,1,8,9,8,1,2,7,9,5,4,9,9,6
169:9,3,7,2,4,5,2,8,5,8,2,6,6,9,8,6,4,2,5,2,5,5,2,5,8,3,4,6,2,1
170:9,8,6,5,4,3,7,3,3,8,1,8,3,6,4,8,1,4,1,1,3,6,3,1,4,5,6,4,8,7
171:6,8,2,2,2,2,2,3,6,7,2,7,5,3,1,4,7,4,4,8,3,9,8,5,8,2,1,5,4,2
172:3,1,8,6,4,8,8,3,3,3,2,6,6,8,8,9,7,8,8,5,7,5,5,5,9,4,9,9,4,8
173:3,5,2,9,5,2,6,9,6,8,7,9,2,3,7,4,6,8,7,7,1,9,6,5,5,7,5,5,7,7
174:1,2,2,6,7,7,1,6,7,4,8,7,7,1,1,6,9,9,6,2,1,4,9,8,1,6,7,7,8,2
175:4,9,1,1,7,1,9,1,5,8,2,7,2,1,4,9,5,6,9,8,9,6,3,9,4,3,1,5,8,3
176:4,2,1,3,1,9,2,5,3,6,9,9,8,5,2,7,3,6,3,4,5,5,4,2,1,7,3,4,1,5
177:3,5,6,3,9,8,2,4,5,5,8,9,4,1,3,7,5,8,2,3,9,1,6,4,5,1,8,4,2,8
178:7,6,9,9,2,1,1,1,8,7,1,2,1,5,1,4,3,4,3,3,3,9,2,7,9,2,6,5,8,3
179:3,5,3,3,3,9,5,7,3,4,2,5,2,4,2,3,9,4,8,6,5,8,8,2,2,6,2,4,3,5
180:5,7,7,3,1,2,4,7,9,9,9,1,3,1,1,5,3,7,1,8,2,8,1,3,1,3,8,9,6,3
181:6,2,1,8,4,7,2,2,6,5,7,5,9,3,4,3,5,1,8,8,1,3,7,1,8,5,8,6,5,2
182:4,8,1,4,5,7,1,4,4,9,9,9,8,1,7,9,5,8,9,7,1,9,7,6,1,9,8,5,7,9
183:2,8,4,5,2,5,6,1,8,3,9,1,9,1,4,1,4,5,7,4,2,3,1,3,6,8,7,2,2,5
184:3,5,3,8,6,7,5,6,3,1,6,2,8,1,8,9,1,2,3,7,2,3,6,7,9,9,6,3,6,7
185:2,3,2,3,7,9,5,8,5,5,6,1,8,3,6,3,1,9,4,2,3,3,1,1,7,2,7,1,6,6
186:1,9,2,4,3,3,1,2,9,9,1,7,5,3,7,7,2,1,7,4,9,3,9,8,8,2,8,7,7,6
187:1,5,3,5,7,3,5,9,7,5,7,4,5,4,1,8,6,1,4,8,6,2,6,4,2,9,8,6,1,9
188:2,9,8,4,2,9,4,6,4,1,9,2,8,3,5,8,9,9,4,9,7,2,4,9,8,2,9,7,1,8
189:9,8,4,8,3,6,4,4,4,2,7,7,7,2,3,1,1,6,4,2,8,1,4,4,2,7,5,9,5,8
190:5,5,3,5,9,2,3,4,7,2,9,3,8,3,4,7,5,4,8,2,6,4,3,7,7,1,3,7,7,2
191:6,5,8,1,6,2,9,4,1,2,8,2,9,5,9,7,3,5,5,8,6,6,9,8,6,3,6,4,8,9
192:9,8,4,5,6,8,1,7,2,3,7,3,1,5,6,8,9,1,7,7,8,9,8,1,3,8,9,8,6,7
193:1,6,6,6,2,5,1,9,1,4,1,3,8,7,8,3,4,1,5,2,1,8,1,7,7,9,1,1,9,7
194:2,4,2,6,1,9,3,8,6,2,2,9,4,7,5,7,5,7,3,1,6,6,8,5,4,6,6,1,2,2
195:7,3,8,7,9,5,7,8,4,7,3,5,1,1,2,8,5,6,1,1,1,1,3,5,6,7,8,2,8,1
196:9,6,9,5,7,2,6,7,7,2,2,1,1,8,9,3,7,1,1,9,1,7,6,1,1,3,3,5,3,8
197:3,7,7,6,4,9,5,9,3,2,4,2,9,5,6,2,6,4,7,3,1,8,2,3,9,4,5,1,7,4
198:8,3,5,2,5,5,8,2,7,5,5,3,6,4,6,9,7,5,3,6,7,4,8,2,6,5,9,8,4,4
199:2,2,4,8,3,9,8,2,4,6,4,2,9,4,3,2,4,5,2,2,7,4,3,6,8,6,6,1,7,5
200:6,9,2,7,5,7,4,7,8,3,8,8,6,9,2,4,3,3,3,8,4,5,3,9,4,6,5,2,7,7
201:7,1,3,9,4,1,6,3,3,6,2,3,9,2,7,3,4,1,8,9,8,1,2,7,9,5,4,9,9,6
202:1,9,7,9,4,9,4,3,8,1,5,6,5,9,1,7,7,5,2,5,7,9,8,1,7,1,9,7,5,9
203:1,6,2,5,9,3,9,6,8,9,1,1,1,4,3,8,5,7,5,3,6,2,3,4,2,1,4,6,8,2
204:8,6,2,9,9,5,9,1,3,3,9,4,1,1,9,4,8,9,8,9,8,8,6,2,7,8,5,9,4,7
205:1,9,4,8,3,9,8,6,4,8,4,4,1,4,3,6,6,6,7,1,3,9,4,2,3,3,3,2,7,7
206:7,6,2,1,2,5,9,1,3,8,9,6,8,6,5,8,8,6,1,1,7,7,4,3,5,7,8,3,4,2
207:6,8,1,5,3,8,7,7,5,1,3,2,6,1,2,5,2,6,6,8,3,9,9,9,9,3,9,4,8,3
208:5,2,5,2,1,4,2,5,2,8,3,1,7,7,1,1,9,8,2,2,4,6,3,7,7,3,8,1,3,7
209:5,7,1,8,7,3,6,3,2,4,7,7,8,7,9,4,6,2,5,2,3,6,4,1,9,9,5,9,7,2
210:2,6,2,2,8,8,3,8,4,2,2,8,6,8,5,1,6,1,2,2,9,1,7,8,2,8,3,4,4,9
211:1,9,6,2,8,8,9,8,4,3,2,8,1,1,4,3,2,9,9,7,9,2,4,9,5,7,3,6,2,6
212:1,7,6,1,6,6,2,3,4,4,2,7,1,3,2,3,1,9,4,1,7,2,2,1,9,5,2,7,8,3
213:2,6,5,6,7,2,1,8,6,2,6,2,9,8,1,7,6,1,2,8,6,7,2,1,6,7,9,7,5,7
214:2,7,7,6,9,3,3,1,7,5,3,4,4,2,1,4,9,3,9,9,2,2,1,8,2,4,1,3,5,8
215:7,5,2,4,4,6,9,1,9,5,6,5,5,4,2,7,8,5,4,4,5,7,7,3,1,8,3,1,7,2
216:9,8,6,1,4,3,7,3,3,8,1,8,3,6,4,8,1,4,1,1,3,6,3,1,4,5,6,4,8,8
217:2,6,5,6,7,2,1,8,6,2,6,2,9,8,1,7,6,1,2,8,6,7,2,1,6,7,9,7,3,7
218:8,7,8,6,9,5,4,6,1,5,6,3,6,5,6,3,2,4,5,8,8,6,7,5,7,4,6,5,8,6
219:3,3,7,3,7,6,6,6,2,2,5,2,8,2,7,5,8,5,9,3,3,5,4,8,3,5,8,1,9,3
220:9,8,4,9,6,7,2,4,2,9,2,9,6,9,4,4,7,2,6,3,1,9,1,8,7,9,4,7,5,2
221:6,8,9,5,6,5,3,6,4,5,1,4,2,8,7,4,9,3,8,9,9,6,7,9,4,6,2,1,4,2
222:7,9,6,6,5,7,1,2,4,2,2,8,4,5,3,4,4,2,4,2,9,1,9,7,7,9,2,6,6,4
223:9,8,6,7,5,3,6,8,4,6,5,8,2,2,9,2,9,7,9,1,9,5,7,1,2,2,7,9,9,8
224:6,6,3,9,9,1,4,3,1,4,9,3,2,6,4,7,8,3,2,5,8,2,2,2,7,1,8,6,6,4
225:8,4,8,7,4,4,9,6,3,2,9,4,7,1,6,8,8,1,9,1,1,9,1,1,3,9,6,5,5,3
